Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;gross margin percentage;gross income;Rating
378-07-7001;B;Mandalay;Member;Male;Electronic accessories;$48.09;0.22;0.16;1514835.0;10/02/2019;18:23:00;Credit card;4.761.904.762;0.16;0.63
433-75-6987;B;Mandalay;Member;Female;Health and beauty;$55.97;0.67;0.44;4113795.0;05/03/2019;19:06:00;Ewallet;4.761.904.762;0.44;0.82
873-95-4984;B;Mandalay;Member;Female;Health and beauty;$76.90;0.67;0.06;565215.0;15/02/2019;20:21:00;Cash;4.761.904.762;0.06;0.62
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages;$97.03;0.44;0.54;5094075.0;30/01/2019;16:24:00;Ewallet;4.761.904.762;0.54;0.88
150-89-8043;A;Yangon;Normal;Male;Sports and travel;$44.65;0.22;0.15;1406475.0;14/02/2019;15:04:00;Cash;4.761.904.762;0.15;0.37
135-84-8019;A;Yangon;Normal;Female;Fashion accessories;$77.93;0.89;0.78;7364385.0;27/02/2019;16:10:00;Ewallet;4.761.904.762;0.78;0.6
441-94-7118;A;Yangon;Member;Male;Electronic accessories;$71.95;0.0;0.08;755475.0;04/02/2019;12:14:00;Cash;4.761.904.762;0.08;0.55
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;$89.25;0.78;0.0;749.7;20/01/2019;10:13:00;Cash;4.761.904.762;0.0;0.12
531-80-1784;A;Yangon;Normal;Male;Electronic accessories;$26.02;0.67;0.02;191247.0;28/03/2019;17:38:00;Cash;4.761.904.762;0.02;0.18
400-45-1220;B;Mandalay;Normal;Female;Health and beauty;$13.50;1.0;0.0;141.75;27/02/2019;11:06:00;Credit card;4.761.904.762;0.0;0.13
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories;$99.30;1.0;0.0;1042.65;15/02/2019;14:53:00;Credit card;4.761.904.762;0.0;0.43
834-61-8124;A;Yangon;Normal;Male;Electronic accessories;$51.69;0.67;0.4;3799215.0;26/01/2019;18:22:00;Cash;4.761.904.762;0.4;0.25
115-99-4379;B;Mandalay;Member;Female;Fashion accessories;$54.73;0.67;0.43;4022655.0;14/03/2019;19:02:00;Credit card;4.761.904.762;0.43;0.75
565-67-6697;B;Mandalay;Member;Male;Home and lifestyle;$27.00;0.89;0.0;255.15;02/03/2019;14:16:00;Cash;4.761.904.762;0.0;0.13
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;$30.24;0.0;0.0;31752.0;04/03/2019;15:44:00;Cash;4.761.904.762;0.0;0.73
889-04-9723;B;Mandalay;Member;Female;Food and beverages;$89.14;0.33;0.04;374388.0;07/01/2019;12:20:00;Credit card;4.761.904.762;0.04;0.63
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories;$37.55;1.0;0.04;394275.0;08/03/2019;20:01:00;Credit card;4.761.904.762;0.04;0.88
554-42-2417;C;Naypyitaw;Normal;Female;Sports and travel;$95.44;1.0;0.0;1002.12;09/01/2019;13:45:00;Cash;4.761.904.762;0.0;0.2
453-63-6187;B;Mandalay;Normal;Male;Electronic accessories;$27.50;0.22;0.01;86625.0;01/03/2019;15:40:00;Ewallet;4.761.904.762;0.01;0.42
578-80-7669;B;Mandalay;Normal;Male;Sports and travel;$74.97;0.0;0.08;787185.0;16/03/2019;16:58:00;Cash;4.761.904.762;0.08;0.27
612-36-5536;A;Yangon;Member;Male;Food and beverages;$80.96;0.78;0.07;680064.0;17/02/2019;11:12:00;Credit card;4.761.904.762;0.07;0.57
605-72-4132;C;Naypyitaw;Normal;Female;Food and beverages;$94.47;0.78;0.08;793548.0;27/02/2019;15:12:00;Cash;4.761.904.762;0.08;0.85
471-41-2823;C;Naypyitaw;Normal;Male;Food and beverages;$99.79;0.11;0.02;209559.0;07/03/2019;20:37:00;Ewallet;4.761.904.762;0.02;0.67
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle;$73.22;0.56;0.05;461286.0;21/01/2019;17:44:00;Cash;4.761.904.762;0.05;0.53
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages;$41.24;0.33;0.02;173208.0;19/02/2019;16:23:00;Cash;4.761.904.762;0.02;0.52
834-25-9262;C;Naypyitaw;Normal;Female;Fashion accessories;$81.68;0.33;0.04;343056.0;06/01/2019;12:12:00;Cash;4.761.904.762;0.04;0.85
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories;$51.32;0.89;0.05;484974.0;14/03/2019;19:33:00;Cash;4.761.904.762;0.05;0.27
468-88-0009;A;Yangon;Member;Male;Home and lifestyle;$65.94;0.33;0.03;276948.0;24/03/2019;10:29:00;Cash;4.761.904.762;0.03;0.33
613-59-9758;C;Naypyitaw;Normal;Female;Sports and travel;$14.36;1.0;0.0;150.78;27/01/2019;14:28:00;Cash;4.761.904.762;0.0;0.23
254-31-0042;A;Yangon;Member;Male;Electronic accessories;$21.50;0.89;0.02;203175.0;06/03/2019;12:46:00;Credit card;4.761.904.762;0.02;0.63
201-86-2184;B;Mandalay;Member;Female;Electronic accessories;$26.26;0.67;0.02;193011.0;02/02/2019;19:40:00;Cash;4.761.904.762;0.02;0.98
261-12-8671;B;Mandalay;Normal;Female;Fashion accessories;$60.96;0.11;0.01;128016.0;25/01/2019;19:39:00;Credit card;4.761.904.762;0.01;0.15
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle;$70.11;0.56;0.05;441693.0;14/03/2019;17:54:00;Ewallet;4.761.904.762;0.05;0.2
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories;$42.08;0.56;0.03;265104.0;29/01/2019;12:25:00;Cash;4.761.904.762;0.03;0.82
422-29-8786;A;Yangon;Normal;Female;Home and lifestyle;$67.09;0.44;0.37;3522225.0;03/01/2019;16:47:00;Credit card;4.761.904.762;0.37;0.85
667-23-5919;A;Yangon;Member;Female;Fashion accessories;$96.70;0.44;0.05;507675.0;14/01/2019;12:52:00;Ewallet;4.761.904.762;0.05;0.5
843-01-4703;B;Mandalay;Member;Female;Home and lifestyle;$35.38;0.89;0.04;334341.0;05/01/2019;19:50:00;Credit card;4.761.904.762;0.04;0.93
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel;$95.49;0.67;0.74;7018515.0;22/02/2019;18:17:00;Ewallet;4.761.904.762;0.74;0.78
595-86-2894;C;Naypyitaw;Member;Male;Fashion accessories;$96.98;0.33;0.04;407316.0;06/02/2019;17:20:00;Ewallet;4.761.904.762;0.04;0.9
182-69-8360;B;Mandalay;Normal;Female;Electronic accessories;$23.65;0.33;0.0;99.33;30/01/2019;13:32:00;Credit card;4.761.904.762;0.0;0.0
289-15-7034;A;Yangon;Member;Male;Sports and travel;$82.33;0.33;0.04;345786.0;11/01/2019;10:37:00;Credit card;4.761.904.762;0.04;0.58
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;$26.61;0.11;0.01;55881.0;19/03/2019;14:35:00;Cash;4.761.904.762;0.01;0.03
868-52-7573;B;Mandalay;Normal;Female;Food and beverages;$99.69;0.44;0.56;5233725.0;14/01/2019;12:09:00;Cash;4.761.904.762;0.56;0.98
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages;$74.89;0.33;0.03;314538.0;01/03/2019;15:32:00;Ewallet;4.761.904.762;0.03;0.03
662-72-2873;A;Yangon;Normal;Female;Food and beverages;$40.94;0.44;0.02;214935.0;06/01/2019;13:58:00;Ewallet;4.761.904.762;0.02;0.98
525-88-7307;B;Mandalay;Member;Male;Sports and travel;$75.82;0.0;0.01;79611.0;31/01/2019;13:19:00;Cash;4.761.904.762;0.01;0.3
689-16-9784;C;Naypyitaw;Normal;Male;Food and beverages;$46.77;0.56;0.03;294651.0;11/03/2019;13:37:00;Cash;4.761.904.762;0.03;0.33
725-56-0833;A;Yangon;Normal;Female;Health and beauty;$32.32;1.0;0.0;339.36;20/02/2019;16:49:00;Credit card;4.761.904.762;0.0;1.0
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories;$54.07;0.89;0.54;5109615.0;27/01/2019;14:55:00;Ewallet;4.761.904.762;0.54;0.92
596-42-3999;B;Mandalay;Normal;Male;Food and beverages;$18.22;0.67;0.01;133917.0;10/03/2019;14:04:00;Credit card;4.761.904.762;0.01;0.43
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories;$80.48;0.22;0.03;253512.0;15/02/2019;12:31:00;Cash;4.761.904.762;0.03;0.68
173-82-9529;B;Mandalay;Normal;Female;Fashion accessories;$37.95;1.0;0.04;398475.0;26/01/2019;14:51:00;Cash;4.761.904.762;0.04;0.95
563-36-9814;A;Yangon;Member;Male;Electronic accessories;$76.82;0.0;0.01;80661.0;13/02/2019;18:27:00;Ewallet;4.761.904.762;0.01;0.53
308-47-4913;A;Yangon;Member;Female;Sports and travel;$52.26;1.0;0.0;548.73;09/03/2019;12:45:00;Credit card;4.761.904.762;0.0;0.37
885-17-6250;A;Yangon;Normal;Female;Health and beauty;$79.74;0.0;0.01;83727.0;06/03/2019;10:36:00;Ewallet;4.761.904.762;0.01;0.55
726-27-2396;A;Yangon;Normal;Female;Health and beauty;$77.50;0.44;0.04;406875.0;24/01/2019;20:36:00;Ewallet;4.761.904.762;0.04;0.05
316-01-3952;A;Yangon;Normal;Female;Food and beverages;$54.27;0.44;0.3;2849175.0;13/03/2019;14:16:00;Ewallet;4.761.904.762;0.3;0.1
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle;$13.59;0.89;0.14;1284255.0;15/03/2019;10:26:00;Cash;4.761.904.762;0.14;0.3
793-10-3222;B;Mandalay;Member;Female;Health and beauty;$41.06;0.56;0.03;258678.0;05/03/2019;13:30:00;Credit card;4.761.904.762;0.03;0.72
346-12-3257;B;Mandalay;Member;Male;Electronic accessories;$19.24;0.89;0.02;181818.0;04/03/2019;16:28:00;Cash;4.761.904.762;0.02;0.67
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages;$39.43;0.56;0.03;248409.0;25/03/2019;20:18:00;Credit card;4.761.904.762;0.03;0.9
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle;$46.22;0.33;0.02;194124.0;12/03/2019;20:04:00;Credit card;4.761.904.762;0.02;0.37
236-86-3015;C;Naypyitaw;Member;Male;Home and lifestyle;$13.98;0.0;0.0;14679.0;04/02/2019;13:38:00;Ewallet;4.761.904.762;0.0;0.97
831-64-0259;B;Mandalay;Normal;Female;Fashion accessories;$39.75;0.44;0.22;2086875.0;22/02/2019;10:43:00;Ewallet;4.761.904.762;0.22;0.93
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories;$97.79;0.67;0.76;7187565.0;16/02/2019;17:30:00;Ewallet;4.761.904.762;0.76;0.15
882-40-4577;A;Yangon;Member;Male;Sports and travel;$67.26;0.33;0.03;282492.0;19/01/2019;15:28:00;Credit card;4.761.904.762;0.03;0.67
732-67-5346;A;Yangon;Normal;Male;Food and beverages;$13.79;0.44;0.08;723975.0;11/01/2019;19:07:00;Credit card;4.761.904.762;0.08;0.63
725-32-9708;B;Mandalay;Member;Female;Fashion accessories;$68.71;0.33;0.03;288582.0;04/01/2019;19:01:00;Cash;4.761.904.762;0.03;0.02
256-08-8343;A;Yangon;Normal;Female;Home and lifestyle;$56.53;0.33;0.03;237426.0;04/03/2019;19:48:00;Ewallet;4.761.904.762;0.03;0.25
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories;$23.82;0.44;0.01;125055.0;28/01/2019;19:24:00;Ewallet;4.761.904.762;0.01;0.23
244-08-0162;B;Mandalay;Normal;Female;Health and beauty;$34.21;1.0;0.04;359205.0;02/01/2019;13:00:00;Cash;4.761.904.762;0.04;0.18
569-71-4390;B;Mandalay;Normal;Male;Sports and travel;$21.87;0.11;0.0;45927.0;25/01/2019;14:29:00;Ewallet;4.761.904.762;0.0;0.48
132-23-6451;A;Yangon;Member;Male;Health and beauty;$20.97;0.44;0.12;1100925.0;04/01/2019;13:21:00;Cash;4.761.904.762;0.12;0.63
696-90-2548;A;Yangon;Normal;Male;Sports and travel;$25.84;0.22;0.01;81396.0;10/03/2019;18:55:00;Ewallet;4.761.904.762;0.01;0.43
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle;$50.93;0.78;0.05;427812.0;22/03/2019;19:36:00;Ewallet;4.761.904.762;0.05;0.87
268-03-6164;B;Mandalay;Normal;Male;Health and beauty;$96.11;0.0;0.11;1009155.0;25/01/2019;16:28:00;Ewallet;4.761.904.762;0.11;0.63
750-57-9686;C;Naypyitaw;Normal;Female;Home and lifestyle;$45.38;0.33;0.02;190596.0;08/01/2019;13:48:00;Credit card;4.761.904.762;0.02;0.78
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;$81.51;0.0;0.09;855855.0;22/01/2019;10:57:00;Ewallet;4.761.904.762;0.09;0.87
848-07-1692;B;Mandalay;Normal;Female;Health and beauty;$57.22;0.11;0.01;120162.0;12/01/2019;17:13:00;Ewallet;4.761.904.762;0.01;0.72
745-71-3520;A;Yangon;Member;Female;Electronic accessories;$25.22;0.67;0.02;185367.0;04/02/2019;10:23:00;Cash;4.761.904.762;0.02;0.7
266-76-6436;C;Naypyitaw;Member;Female;Food and beverages;$38.60;0.22;0.0;121.59;28/03/2019;13:57:00;Ewallet;4.761.904.762;0.0;0.58
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;$84.05;0.22;0.28;2647575.0;23/01/2019;13:29:00;Cash;4.761.904.762;0.28;0.97
271-88-8734;C;Naypyitaw;Member;Female;Fashion accessories;$97.21;1.0;0.11;1020705.0;08/02/2019;13:00:00;Credit card;4.761.904.762;0.11;0.78
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;$25.42;0.78;0.02;213528.0;19/03/2019;19:42:00;Credit card;4.761.904.762;0.02;0.45
489-64-4354;C;Naypyitaw;Normal;Male;Fashion accessories;$16.28;0.0;0.0;17094.0;09/03/2019;15:36:00;Cash;4.761.904.762;0.0;0.17
198-84-7132;B;Mandalay;Member;Male;Fashion accessories;$40.61;0.89;0.41;3837645.0;02/01/2019;13:40:00;Cash;4.761.904.762;0.41;0.5
269-10-8440;A;Yangon;Member;Male;Health and beauty;$53.17;0.67;0.41;3907995.0;21/01/2019;18:01:00;Cash;4.761.904.762;0.41;0.82
650-98-6268;B;Mandalay;Member;Female;Food and beverages;$20.87;0.22;0.07;657405.0;20/03/2019;13:53:00;Credit card;4.761.904.762;0.07;0.67
741-73-3559;B;Mandalay;Normal;Male;Sports and travel;$67.27;0.44;0.37;3531675.0;27/02/2019;17:27:00;Cash;4.761.904.762;0.37;0.48
325-77-6186;A;Yangon;Member;Female;Home and lifestyle;$90.65;1.0;0.1;951825.0;08/03/2019;10:53:00;Ewallet;4.761.904.762;0.1;0.55
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories;$69.08;0.11;0.02;145068.0;31/01/2019;19:48:00;Credit card;4.761.904.762;0.02;0.48
574-57-9721;C;Naypyitaw;Normal;Male;Food and beverages;$43.27;0.11;0.01;90867.0;08/03/2019;16:53:00;Ewallet;4.761.904.762;0.01;0.28
459-50-7686;A;Yangon;Normal;Female;Electronic accessories;$23.46;0.56;0.02;147798.0;13/01/2019;19:14:00;Ewallet;4.761.904.762;0.02;0.4
616-87-0016;B;Mandalay;Normal;Male;Fashion accessories;$95.54;0.67;0.07;702219.0;09/03/2019;14:36:00;Credit card;4.761.904.762;0.07;0.93
837-55-7229;B;Mandalay;Normal;Female;Fashion accessories;$47.44;0.0;0.01;49812.0;22/02/2019;18:19:00;Credit card;4.761.904.762;0.01;0.47
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel;$99.24;0.89;0.1;937818.0;19/03/2019;19:09:00;Ewallet;4.761.904.762;0.1;0.83
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel;$82.93;0.33;0.04;348306.0;20/01/2019;16:51:00;Ewallet;4.761.904.762;0.04;0.93
345-08-4992;A;Yangon;Normal;Male;Home and lifestyle;$33.99;0.56;0.02;214137.0;08/03/2019;15:37:00;Credit card;4.761.904.762;0.02;0.62
549-96-4200;C;Naypyitaw;Member;Male;Food and beverages;$17.04;0.33;0.01;71568.0;08/03/2019;20:15:00;Ewallet;4.761.904.762;0.01;0.5
810-60-6344;C;Naypyitaw;Normal;Female;Electronic accessories;$40.86;0.78;0.04;343224.0;07/02/2019;14:38:00;Credit card;4.761.904.762;0.04;0.42
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages;$17.44;0.44;0.0;91.56;15/01/2019;19:25:00;Cash;4.761.904.762;0.0;0.68
394-30-3170;B;Mandalay;Member;Female;Sports and travel;$88.43;0.78;0.08;742812.0;22/03/2019;19:35:00;Credit card;4.761.904.762;0.08;0.05
138-17-5109;A;Yangon;Member;Female;Home and lifestyle;$89.21;0.89;0.89;8430345.0;15/01/2019;15:42:00;Credit card;4.761.904.762;0.89;0.42
192-98-7397;C;Naypyitaw;Normal;Male;Fashion accessories;$12.78;0.0;0.0;13419.0;08/01/2019;14:11:00;Ewallet;4.761.904.762;0.0;0.92
301-11-9629;A;Yangon;Normal;Female;Sports and travel;$19.10;0.67;0.01;140385.0;15/01/2019;10:43:00;Cash;4.761.904.762;0.01;0.95
390-80-5128;B;Mandalay;Member;Female;Health and beauty;$19.15;0.0;0.0;201075.0;28/01/2019;17:58:00;Credit card;4.761.904.762;0.0;0.92
235-46-8343;C;Naypyitaw;Member;Male;Food and beverages;$27.66;1.0;0.0;290.43;14/02/2019;11:26:00;Credit card;4.761.904.762;0.0;0.82
453-12-7053;C;Naypyitaw;Normal;Male;Fashion accessories;$45.74;0.22;0.02;144081.0;10/03/2019;17:38:00;Credit card;4.761.904.762;0.02;0.42
296-11-7041;B;Mandalay;Member;Female;Health and beauty;$27.07;0.0;0.03;284235.0;12/01/2019;20:07:00;Credit card;4.761.904.762;0.03;0.22
449-27-2918;B;Mandalay;Member;Female;Sports and travel;$39.12;0.0;0.0;41076.0;26/03/2019;11:02:00;Credit card;4.761.904.762;0.0;0.93
891-01-7034;B;Mandalay;Normal;Female;Electronic accessories;$74.71;0.56;0.05;470673.0;01/01/2019;19:07:00;Cash;4.761.904.762;0.05;0.45
744-09-5786;B;Mandalay;Normal;Male;Electronic accessories;$22.01;0.56;0.01;138663.0;02/01/2019;18:50:00;Cash;4.761.904.762;0.01;0.6
727-17-0390;A;Yangon;Normal;Female;Food and beverages;$63.61;0.44;0.35;3339525.0;16/03/2019;12:43:00;Ewallet;4.761.904.762;0.35;0.13
568-88-3448;A;Yangon;Normal;Male;Health and beauty;$25.00;0.0;0.0;26.25;03/03/2019;15:09:00;Ewallet;4.761.904.762;0.0;0.25
187-83-5490;A;Yangon;Member;Male;Electronic accessories;$20.77;0.33;0.01;87234.0;31/01/2019;13:47:00;Cash;4.761.904.762;0.01;0.12
767-54-1907;B;Mandalay;Member;Female;Fashion accessories;$29.56;0.44;0.0;155.19;13/02/2019;16:59:00;Cash;4.761.904.762;0.0;0.48
710-46-4433;B;Mandalay;Member;Female;Food and beverages;$77.40;0.89;0.0;731.43;15/02/2019;14:15:00;Credit card;4.761.904.762;0.0;0.08
533-33-5337;B;Mandalay;Normal;Male;Electronic accessories;$79.39;1.0;0.09;833595.0;07/02/2019;20:24:00;Cash;4.761.904.762;0.09;0.37
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories;$46.57;1.0;0.05;488985.0;27/01/2019;13:58:00;Cash;4.761.904.762;0.05;0.6
729-46-7422;C;Naypyitaw;Normal;Male;Food and beverages;$35.89;0.0;0.04;376845.0;23/02/2019;16:52:00;Credit card;4.761.904.762;0.04;0.65
639-76-1242;C;Naypyitaw;Normal;Male;Food and beverages;$40.52;0.44;0.0;212.73;03/02/2019;15:19:00;Cash;4.761.904.762;0.0;0.08
234-03-4040;B;Mandalay;Member;Female;Food and beverages;$73.05;1.0;0.08;767025.0;03/03/2019;12:25:00;Credit card;4.761.904.762;0.08;0.78
326-71-2155;C;Naypyitaw;Normal;Female;Sports and travel;$73.95;0.33;0.0;310.59;03/02/2019;10:02:00;Cash;4.761.904.762;0.0;0.35
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;$22.62;0.0;0.0;23751.0;17/03/2019;18:58:00;Cash;4.761.904.762;0.0;0.4
470-32-9057;A;Yangon;Member;Male;Food and beverages;$51.34;0.44;0.03;269535.0;28/03/2019;15:31:00;Credit card;4.761.904.762;0.03;0.85
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel;$54.55;1.0;0.06;572775.0;02/03/2019;11:22:00;Credit card;4.761.904.762;0.06;0.52
440-59-5691;C;Naypyitaw;Member;Female;Health and beauty;$37.15;0.67;0.29;2730525.0;08/02/2019;13:12:00;Credit card;4.761.904.762;0.29;0.62
554-53-3790;B;Mandalay;Normal;Male;Sports and travel;$37.02;0.56;0.02;233226.0;22/03/2019;18:33:00;Cash;4.761.904.762;0.02;0.08
746-19-0921;C;Naypyitaw;Normal;Male;Food and beverages;$21.58;0.0;0.0;22659.0;09/02/2019;10:02:00;Ewallet;4.761.904.762;0.0;0.53
233-34-0817;C;Naypyitaw;Member;Female;Electronic accessories;$98.84;0.0;0.01;103782.0;15/02/2019;11:21:00;Cash;4.761.904.762;0.01;0.73
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle;$83.77;0.56;0.06;527751.0;23/01/2019;12:10:00;Ewallet;4.761.904.762;0.06;0.23
340-21-9136;A;Yangon;Member;Female;Sports and travel;$40.05;0.33;0.0;168.21;25/01/2019;11:40:00;Cash;4.761.904.762;0.0;0.95
405-31-3305;A;Yangon;Member;Male;Fashion accessories;$43.13;1.0;0.05;452865.0;02/02/2019;18:31:00;Credit card;4.761.904.762;0.05;0.25
731-59-7531;B;Mandalay;Member;Male;Health and beauty;$72.57;0.78;0.06;609588.0;30/03/2019;17:58:00;Cash;4.761.904.762;0.06;0.1
676-39-6028;A;Yangon;Member;Female;Electronic accessories;$64.44;0.44;0.0;338.31;30/03/2019;17:04:00;Cash;4.761.904.762;0.0;0.43
502-05-1910;A;Yangon;Normal;Male;Health and beauty;$65.18;0.22;0.02;205317.0;25/02/2019;20:35:00;Credit card;4.761.904.762;0.02;0.38
485-30-8700;A;Yangon;Normal;Female;Sports and travel;$33.26;0.44;0.02;174615.0;18/03/2019;16:10:00;Credit card;4.761.904.762;0.02;0.03
598-47-9715;C;Naypyitaw;Normal;Male;Electronic accessories;$84.07;0.33;0.04;353094.0;07/03/2019;16:54:00;Ewallet;4.761.904.762;0.04;0.07
701-69-8742;B;Mandalay;Normal;Male;Sports and travel;$34.37;1.0;0.04;360885.0;16/03/2019;10:11:00;Ewallet;4.761.904.762;0.04;0.45
575-67-1508;A;Yangon;Normal;Male;Electronic accessories;$38.60;0.0;0.0;40.53;29/01/2019;11:26:00;Ewallet;4.761.904.762;0.0;0.45
541-08-3113;C;Naypyitaw;Normal;Male;Food and beverages;$65.97;0.78;0.06;554148.0;02/02/2019;20:29:00;Cash;4.761.904.762;0.06;0.73
246-11-3901;C;Naypyitaw;Normal;Female;Electronic accessories;$32.80;1.0;0.0;344.4;15/02/2019;12:12:00;Cash;4.761.904.762;0.0;0.37
674-15-9296;A;Yangon;Normal;Male;Sports and travel;$37.14;0.44;0.02;194985.0;08/01/2019;13:05:00;Ewallet;4.761.904.762;0.02;0.17
305-18-3552;B;Mandalay;Member;Male;Home and lifestyle;$60.38;1.0;0.0;633.99;12/02/2019;16:19:00;Cash;4.761.904.762;0.0;0.33
493-65-6248;C;Naypyitaw;Member;Female;Sports and travel;$36.98;1.0;0.0;388.29;01/01/2019;19:48:00;Credit card;4.761.904.762;0.0;0.5
438-01-4015;B;Mandalay;Member;Female;Sports and travel;$49.49;0.33;0.02;207858.0;21/03/2019;15:25:00;Ewallet;4.761.904.762;0.02;0.43
709-58-4068;B;Mandalay;Normal;Female;Fashion accessories;$41.09;1.0;0.05;431445.0;28/02/2019;14:42:00;Cash;4.761.904.762;0.05;0.55
795-49-7276;A;Yangon;Normal;Male;Fashion accessories;$37.15;0.33;0.0;156.03;23/03/2019;18:59:00;Ewallet;4.761.904.762;0.0;0.72
556-72-8512;C;Naypyitaw;Normal;Male;Home and lifestyle;$22.96;0.0;0.0;24108.0;30/01/2019;20:47:00;Cash;4.761.904.762;0.0;0.05
627-95-3243;B;Mandalay;Member;Female;Home and lifestyle;$77.68;0.89;0.08;734076.0;04/02/2019;13:21:00;Ewallet;4.761.904.762;0.08;0.97
686-41-0932;B;Mandalay;Normal;Female;Fashion accessories;$34.70;0.11;0.0;72.87;13/03/2019;19:48:00;Ewallet;4.761.904.762;0.0;0.7
510-09-5628;A;Yangon;Member;Female;Fashion accessories;$19.66;1.0;0.0;206.43;15/03/2019;18:20:00;Credit card;4.761.904.762;0.0;0.53
608-04-3797;B;Mandalay;Member;Female;Health and beauty;$25.32;0.78;0.02;212688.0;05/03/2019;20:24:00;Ewallet;4.761.904.762;0.02;0.78
148-82-2527;C;Naypyitaw;Member;Female;Home and lifestyle;$12.12;1.0;0.0;127.26;05/03/2019;13:44:00;Credit card;4.761.904.762;0.0;0.73
437-53-3084;B;Mandalay;Normal;Male;Fashion accessories;$99.89;0.11;0.02;209769.0;26/02/2019;11:48:00;Ewallet;4.761.904.762;0.02;0.52
632-32-4574;B;Mandalay;Normal;Male;Sports and travel;$75.92;0.78;0.07;637728.0;20/03/2019;14:14:00;Cash;4.761.904.762;0.07;0.25
556-97-7101;C;Naypyitaw;Normal;Female;Electronic accessories;$63.22;0.11;0.01;132762.0;01/01/2019;15:51:00;Cash;4.761.904.762;0.01;0.75
862-59-8517;C;Naypyitaw;Normal;Female;Food and beverages;$90.24;0.56;0.06;568512.0;27/01/2019;11:17:00;Cash;4.761.904.762;0.06;0.37
401-18-8016;B;Mandalay;Member;Female;Sports and travel;$98.13;0.0;0.11;1030365.0;21/01/2019;17:36:00;Cash;4.761.904.762;0.11;0.82
420-18-8989;A;Yangon;Member;Female;Sports and travel;$51.52;0.78;0.05;432768.0;02/02/2019;15:47:00;Cash;4.761.904.762;0.05;0.93
277-63-2961;B;Mandalay;Member;Male;Sports and travel;$73.97;0.0;0.08;776685.0;03/02/2019;15:53:00;Credit card;4.761.904.762;0.08;0.23
573-98-8548;C;Naypyitaw;Member;Female;Fashion accessories;$31.90;0.0;0.0;33495.0;05/01/2019;12:40:00;Ewallet;4.761.904.762;0.0;0.85
620-02-2046;C;Naypyitaw;Normal;Male;Home and lifestyle;$69.40;0.11;0.0;145.74;27/01/2019;19:48:00;Ewallet;4.761.904.762;0.0;0.83
282-35-2475;B;Mandalay;Normal;Female;Sports and travel;$93.31;0.11;0.02;195951.0;25/03/2019;17:53:00;Cash;4.761.904.762;0.02;0.38
511-54-3087;B;Mandalay;Normal;Male;Sports and travel;$88.45;0.0;0.1;928725.0;25/02/2019;16:36:00;Credit card;4.761.904.762;0.1;0.92
726-29-6793;A;Yangon;Member;Male;Electronic accessories;$24.18;0.78;0.02;203112.0;28/01/2019;20:54:00;Ewallet;4.761.904.762;0.02;0.97
387-49-4215;B;Mandalay;Member;Female;Sports and travel;$48.50;0.22;0.02;152775.0;08/01/2019;12:50:00;Cash;4.761.904.762;0.02;0.45
862-17-9201;B;Mandalay;Normal;Female;Food and beverages;$84.05;0.56;0.06;529515.0;29/01/2019;10:48:00;Credit card;4.761.904.762;0.06;0.62
291-21-5991;B;Mandalay;Member;Male;Health and beauty;$61.29;0.44;0.34;3217725.0;29/03/2019;14:28:00;Cash;4.761.904.762;0.34;0.5
602-80-9671;C;Naypyitaw;Member;Female;Home and lifestyle;$15.95;0.56;0.01;100485.0;09/02/2019;17:15:00;Credit card;4.761.904.762;0.01;0.18
